"","Harvest","Species","CI_10","CI_20","CI_50","CI_80","CI_90","trait"
"109","h2","PLPA",0.093770653513444,0.124313339028377,0.181250989767698,0.238809528911881,0.267070906463019,"RMR"
"110","h2","VUOC",0.274203488017504,0.303307346155419,0.361324047657952,0.419877346500138,0.452273987625654,"RMR"
"111","h3","ACMI",0.229382405846604,0.253729934936568,0.301275379094036,0.351508282168251,0.378076233266601,"RMR"
"112","h3","ARTR",0.164102903907238,0.194107022375813,0.255106215514575,0.313642401934223,0.347175073010967,"RMR"
"113","h3","ELTR",0.188724432063061,0.223723740694425,0.291469201661178,0.355577258025516,0.392148596184102,"RMR"
"114","h3","HEAN",0.0765765200300089,0.114899456092084,0.181683910210928,0.252360511927922,0.286105359372499,"RMR"
"115","h3","HECO",0.202734612892378,0.236289508885328,0.301658167371698,0.364626338215722,0.39538184868469,"RMR"
"116","h3","HEVI",0.20962142118887,0.246959407895148,0.309406845791122,0.374055586539843,0.404638811171501,"RMR"
"117","h3","MACA",0.238701703277421,0.271171228431342,0.333345611154418,0.392508121660214,0.423768204616061,"RMR"
"118","h3","MUPO",0.296841121515669,0.331412226861835,0.402495131373478,0.473565225359734,0.513802047684713,"RMR"
"119","h3","PAMU",0.208473810165207,0.24391646569195,0.30709443323477,0.368363800418096,0.402262409961371,"RMR"
"120","h3","PLPA",0.0451061985789929,0.0770758153886549,0.137371113809847,0.199611012465054,0.230526110327982,"RMR"
"121","h3","VUOC",0.161102106192603,0.1954268006624,0.255480084890745,0.321231423432971,0.352262519122533,"RMR"
"122","h4","ACMI",0.117775157912234,0.144020297855646,0.195739163734215,0.248082282455669,0.273964030548564,"RMR"
"123","h4","ARTR",0.24050996622053,0.274207142770305,0.337190094656123,0.400599714653893,0.434653299982791,"RMR"
"124","h4","ELTR",0.277698735761166,0.314003197645584,0.382313516145057,0.451595913079563,0.485515460684018,"RMR"
"125","h4","HEAN",0.177315526585823,0.223728835273707,0.304303223258768,0.381831277998737,0.42382099653561,"RMR"
"126","h4","HECO",0.308828196961212,0.344892090039602,0.409114605794496,0.476192054678939,0.510881601905782,"RMR"
"127","h4","HEVI",0.180172086249188,0.212675136213254,0.282258641300737,0.350222603214804,0.386265094916349,"RMR"
"128","h4","MACA",0.309951605862488,0.342659602210567,0.407195398809018,0.470012715471481,0.502986985003521,"RMR"
"129","h4","MUPO",0.342971944205867,0.379014694283525,0.451837982340652,0.52575326033276,0.563787951119442,"RMR"
"130","h4","PAMU",0.286278503860274,0.322812940739358,0.389944772194358,0.45657303226537,0.492116699370664,"RMR"
"131","h4","PLPA",0.151963340944188,0.185576720875214,0.255053091352461,0.318382881632416,0.351982060202881,"RMR"
"132","h4","VUOC",0.208641857962324,0.241087726297572,0.307523339981964,0.374826327055074,0.405147342392671,"RMR"
"133","h1","ACMI",0.101462463167111,0.139487732624457,0.185362296044892,0.223221850552155,0.244869376880204,"RDMC"
"134","h1","ARTR",0.0588557128099058,0.0909430324240723,0.127846610790612,0.158853013330959,0.181361865285297,"RDMC"
"135","h1","ELTR",0.0943650004640629,0.131345792970592,0.171954715302598,0.204406974657889,0.228794910469951,"RDMC"
"136","h1","HEAN",0.029710142901375,0.0643997590074534,0.10552612320755,0.140994379644712,0.164681020700475,"RDMC"
"137","h1","HECO",0.0684222672649249,0.107598471587594,0.150029186520715,0.18066602041616,0.202885139630109,"RDMC"
"138","h1","HEVI",0.0249969790564745,0.0539968687649202,0.0927144271501521,0.128696059722138,0.153348738202911,"RDMC"
"139","h1","MACA",0.057207378294492,0.0912824236429044,0.128488151201467,0.160319538802676,0.184834747580676,"RDMC"
"140","h1","MUPO",0.155803299846693,0.193150304728373,0.244194420688843,0.28375432338473,0.304567238226566,"RDMC"
"141","h1","PAMU",0.0715506707511673,0.110627652407994,0.148015527903707,0.178608641504262,0.200691263516276,"RDMC"
"142","h1","PLPA",0.0637986064828184,0.0989870320782736,0.136823689608464,0.164876667189083,0.18642723147556,"RDMC"
"143","h1","VUOC",0.111111931419955,0.151264065651377,0.193711836648938,0.226573442016255,0.249156219441439,"RDMC"
"144","h2","ACMI",0.0389983081920989,0.0527293405876076,0.0804941850074008,0.108147137608569,0.123304873586428,"RDMC"
"145","h2","ARTR",0.144317832787838,0.162344831191436,0.194234283205027,0.228258462856579,0.245866983019361,"RDMC"
"146","h2","ELTR",0.180762698920183,0.201067508970496,0.236774388377166,0.273760110919275,0.291069895235752,"RDMC"
"147","h2","HEAN",0.107563236722242,0.126227032137537,0.160626724118959,0.197617478902451,0.214318462810172,"RDMC"
"148","h2","HECO",0.167292113896628,0.184703154738592,0.219218853936878,0.250876672999686,0.268010779629516,"RDMC"
"149","h2","HEVI",0.215211991425699,0.236368402308858,0.272175751567996,0.309737806290467,0.328501230691278,"RDMC"
"150","h2","MACA",0.119705779510957,0.138555395215291,0.171519470448819,0.204745872032554,0.220135410908557,"RDMC"
"151","h2","MUPO",0.115848477984435,0.137098340893777,0.17855572643711,0.219788892622916,0.241368568547209,"RDMC"
"152","h2","PAMU",0.110328702221093,0.127325816122591,0.162200168977749,0.197198492209933,0.214002427225691,"RDMC"
"153","h2","PLPA",0.145364482842426,0.16245773714951,0.19427492136023,0.227309077735923,0.243688112846312,"RDMC"
"154","h2","VUOC",0.156530755863467,0.175500866724101,0.211242958864252,0.24600635087013,0.264753527160983,"RDMC"
"155","h3","ACMI",0.0316020388156459,0.0463180522661567,0.0746800775760844,0.100830103877897,0.115277691480228,"RDMC"
"156","h3","ARTR",0.133859854642986,0.151359559869636,0.183960472112529,0.217744807867056,0.235249592262482,"RDMC"
"157","h3","ELTR",0.178028768615918,0.196274916489967,0.231165273505832,0.268894832495429,0.288871751832912,"RDMC"
"158","h3","HEAN",0.107446722641258,0.126689906623366,0.16243001657369,0.199102232407424,0.219735865492207,"RDMC"
"159","h3","HECO",0.175166610196989,0.192295823516989,0.225802789030227,0.260725555644989,0.278596591629736,"RDMC"
"160","h3","HEVI",0.165727178472202,0.18440064217388,0.220697919263265,0.257682419978911,0.275335539786795,"RDMC"
"161","h3","MACA",0.155729531234289,0.172160019892344,0.205773216432731,0.239926736820519,0.25789109098985,"RDMC"
"162","h3","MUPO",0.132499114438176,0.154147774658189,0.19561614762869,0.237471476168614,0.261167715763655,"RDMC"
"163","h3","PAMU",0.108617597840861,0.126808092174035,0.162172627230737,0.196434669103062,0.214883889273099,"RDMC"
"164","h3","PLPA",0.139119041160377,0.156571123252349,0.189177370779813,0.222232867995607,0.241362668019371,"RDMC"
"165","h3","VUOC",0.163573424459039,0.182676925430174,0.217393343621766,0.254679084681037,0.273930673681284,"RDMC"
"166","h4","ACMI",0.0344285768149386,0.0512174363520278,0.0796317200482409,0.108490668263852,0.123787925551942,"RDMC"
"167","h4","ARTR",0.158553811975834,0.179158539705698,0.214897332569057,0.250360822743708,0.268357741354413,"RDMC"
"168","h4","ELTR",0.149567935754723,0.169709311953337,0.208334631261856,0.24506229486082,0.26668639358284,"RDMC"
"169","h4","HEAN",0.103563383788794,0.127419380058745,0.170312436569396,0.214866093936545,0.241643554628934,"RDMC"
"170","h4","HECO",0.175103103852296,0.192971895137139,0.228797048596481,0.264897791146169,0.282833269874864,"RDMC"
"171","h4","HEVI",0.134730633543648,0.154395900032063,0.19197351582292,0.227022797009917,0.246800762579044,"RDMC"
"172","h4","MACA",0.122166375567952,0.139855760132173,0.175319903745633,0.209116679158497,0.227061395206928,"RDMC"
"173","h4","MUPO",0.160485571899118,0.180750022432738,0.223293589428265,0.265901658130992,0.289438886424323,"RDMC"
"174","h4","PAMU",0.0998207687404516,0.117991003352794,0.155437404978036,0.19182890284292,0.211637400135571,"RDMC"
"175","h4","PLPA",0.129799541927802,0.149358162220886,0.185996295322621,0.223854877299105,0.242591132988756,"RDMC"
"176","h4","VUOC",0.179198982777916,0.197481701688486,0.234809662061881,0.272751138871102,0.2914557202218,"RDMC"
"177","h1","ACMI",0.0684449570502996,0.086881739303757,0.113589050767949,0.137275187793253,0.150283847805008,"RTD"
"178","h1","ARTR",0.0356163727699565,0.0555822492653014,0.0766473012254583,0.0969978379275041,0.110986889016026,"RTD"
"179","h1","ELTR",0.0143873523575702,0.0336418890176366,0.0558318365480323,0.0778586611458232,0.0932707780799435,"RTD"
"180","h1","HEAN",0.0612628861895247,0.0799892316057916,0.103762387167346,0.125581260987414,0.13861586397221,"RTD"
"181","h1","HECO",0.0232648356398407,0.0433357420223477,0.0657332056619701,0.0847912802625054,0.099211370448983,"RTD"
"182","h1","HEVI",0.0219860804230117,0.0390012872411456,0.0613842661727688,0.0813779267807986,0.0944132770736111,"RTD"
"183","h1","MACA",0.0470743481983661,0.0675032361927468,0.0900888250017252,0.109445627402006,0.123341869872173,"RTD"
"184","h1","MUPO",0.118089270237459,0.139255297229358,0.167219366650293,0.190851654957662,0.203988997371272,"RTD"
"185","h1","PAMU",0.0419947988230342,0.0633530715924151,0.0859339871627402,0.107175353365419,0.121354861682155,"RTD"
"186","h1","PLPA",0.0206140095417038,0.039853881148971,0.0606795903597789,0.0804550536939985,0.0948753938706103,"RTD"
"187","h1","VUOC",0.00812698323901858,0.0245294702181728,0.0458979371304417,0.0658158217620557,0.0802268978514622,"RTD"
"188","h2","ACMI",0.0385297226961685,0.0468391426067677,0.0635175332334647,0.0800681974996616,0.0893163873409938,"RTD"
"189","h2","ARTR",0.0941068956204351,0.104748431870246,0.125761582664154,0.146940546194708,0.157597639097022,"RTD"
"190","h2","ELTR",0.066463024584815,0.0779889857098729,0.100376977299851,0.122058562330596,0.1327475377582,"RTD"
"191","h2","HEAN",0.0840695335472571,0.0959951080637305,0.117892380922084,0.139975315629462,0.151328408677201,"RTD"
"192","h2","HECO",0.0691129922923719,0.0808904897433567,0.101637606914672,0.12262091542349,0.133534856379787,"RTD"
"193","h2","HEVI",0.128678417507694,0.139866151291205,0.161539334143832,0.18409726520322,0.195111202548779,"RTD"
"194","h2","MACA",0.0976943699754562,0.108151469757124,0.129270752606594,0.149479004153851,0.160825406497559,"RTD"
"195","h2","MUPO",0.0801130575739882,0.0926645329296133,0.118238929996893,0.143239431846576,0.156434477300722,"RTD"
"196","h2","PAMU",0.065878793005575,0.0767017113144576,0.0987756684028344,0.119836290662733,0.130624383798178,"RTD"
"197","h2","PLPA",0.0561209951814569,0.0677182844862257,0.0876796285899122,0.108254142685451,0.118678999732095,"RTD"
"198","h2","VUOC",0.0529473507986551,0.0640128746007751,0.0857107878287146,0.10567929298881,0.116056436444871,"RTD"
"199","h3","ACMI",0.0431575843358582,0.051918491343495,0.070075107374187,0.0873692389522146,0.0961670817426316,"RTD"
"200","h3","ARTR",0.101051525855616,0.11249182122468,0.133960368453964,0.154932840390086,0.166116943430618,"RTD"
"201","h3","ELTR",0.0466876630830225,0.0582766968137299,0.0814612687213541,0.105077597781363,0.116982608268117,"RTD"
"202","h3","HEAN",0.0850247128969019,0.0970277904717272,0.121665959909154,0.145559060465276,0.158240497790115,"RTD"
"203","h3","HECO",0.0701561842360634,0.0816278510600156,0.103819512317884,0.125672888179436,0.136690273418791,"RTD"
"204","h3","HEVI",0.117246202958475,0.128672765378503,0.151412112638959,0.174769751866499,0.186457434891001,"RTD"
"205","h3","MACA",0.108206574275186,0.118971333746145,0.14150550836107,0.162637633441229,0.173709225607708,"RTD"
"206","h3","MUPO",0.118413725864483,0.132511101087118,0.156308324924245,0.182551784765084,0.196116519650247,"RTD"
"207","h3","PAMU",0.0692299732445897,0.0814541277504131,0.103846755564369,0.126182888068909,0.139294622490505,"RTD"
"208","h3","PLPA",0.042398242988163,0.0537981968305582,0.0758090345145385,0.0972744634726477,0.108049836972688,"RTD"
"209","h3","VUOC",0.0447782432205302,0.0557416221663556,0.0777601143952338,0.100402548968631,0.111518816367647,"RTD"
"210","h4","ACMI",0.0702499594895346,0.0801184798238484,0.098446509702115,0.116677363945013,0.126465386907243,"RTD"
"211","h4","ARTR",0.0969241427973023,0.108271179043675,0.13146833679161,0.153536857231034,0.165206415970911,"RTD"
"212","h4","ELTR",0.0879254480634107,0.101415221654766,0.12446516608068,0.148369511953546,0.16160453071457,"RTD"
"213","h4","HEAN",0.0517091853177344,0.0666834329692862,0.0947786390055865,0.1239678064952,0.137704382699263,"RTD"
"214","h4","HECO",0.0805916042970534,0.0918886468341639,0.115962175120937,0.139163209648627,0.151232189125272,"RTD"
"215","h4","HEVI",0.0604313341697628,0.0730371424660731,0.0972243975881943,0.120502683764021,0.132476161687335,"RTD"
"216","h4","MACA",0.0627128991281223,0.0743302844125475,0.0965053145154334,0.119283906493113,0.132422000340386,"RTD"
"217","h4","MUPO",0.099878751059152,0.11295779239449,0.138875782609454,0.165362695036173,0.178951246428185,"RTD"
"218","h4","PAMU",0.0451901024946323,0.0569591790007394,0.0812720267908024,0.104631226618688,0.116797083383169,"RTD"
"219","h4","PLPA",0.0510026269549252,0.0632843460700741,0.0870339592324946,0.110520166733644,0.122776283220063,"RTD"
"220","h4","VUOC",0.00417759397775762,0.0166847944614811,0.0389559661189119,0.0619438986060109,0.073203139860249,"RTD"
"221","h1","ACMI",11.6640098922944,19.9430631694409,31.695403095053,42.7993457126527,50.169770771123,"SRL"
"222","h1","ARTR",12.8298344932515,20.8719555462927,30.6289154103169,40.4357013725665,47.4426043241106,"SRL"
