"","Harvest","Species","CI_10","CI_20","CI_50","CI_80","CI_90","trait"
"217","h4","MUPO",-0.917647653284748,-0.712670972771939,-0.306124975610376,0.129343839399045,0.35100605426679,"rel_RTD2"
"218","h4","PAMU",-0.777950889163563,-0.580246238133142,-0.197475242819626,0.152809157868042,0.363436147928443,"rel_RTD2"
"219","h4","PLPA",0.152226122652688,0.325721904598652,0.686244086276985,1.03963006018066,1.22732155466908,"rel_RTD2"
"220","h4","VUOC",-1.14741525300619,-0.975319110434384,-0.59614426428952,-0.21829109871352,-0.0350572126963339,"rel_RTD2"
"221","h1","ACMI",0.409953049208289,0.667600311165238,1.09883142696901,1.49844343350882,1.72492029397246,"rel_SRL2"
"222","h1","ARTR",0.117755882577913,0.368276159066095,0.748664503926928,1.11514438887757,1.34411268359976,"rel_SRL2"
"223","h1","ELTR",-0.483415473282028,-0.222709524563105,0.21516627837453,0.640605655444123,0.885226779870318,"rel_SRL2"
"224","h1","HEAN",-0.149939389702154,0.0951508430476438,0.515043638373001,0.953900686884174,1.20007229502875,"rel_SRL2"
"225","h1","HECO",-0.0873844449090688,0.170331881730252,0.585528863160839,0.996463232362112,1.24743989827981,"rel_SRL2"
"226","h1","HEVI",-0.613265250944946,-0.395799847442343,0.038931966301121,0.462672429771141,0.725338799431638,"rel_SRL2"
"227","h1","MACA",0.0505429230724363,0.308349788355801,0.71307886097131,1.08706153586999,1.29773836014337,"rel_SRL2"
"228","h1","MUPO",0.779712009916398,1.08512695832076,1.58890647541235,2.07036656794248,2.30437218897421,"rel_SRL2"
"229","h1","PAMU",0.944972384980974,1.23478465611946,1.65563331494164,2.06143615061633,2.27118261456817,"rel_SRL2"
"230","h1","PLPA",-0.0524524668501801,0.198202044027609,0.594906881193487,0.976257733677035,1.20229217339973,"rel_SRL2"
"231","h1","VUOC",-0.651433454887284,-0.411857312944393,0.014361406359187,0.391841524074776,0.651841414425018,"rel_SRL2"
"232","h2","ACMI",-0.582904459259801,-0.396785776696684,-0.0248580821224482,0.339036554033905,0.529777466579984,"rel_SRL2"
"233","h2","ARTR",NA,NA,NA,NA,NA,"rel_SRL2"
"234","h2","ELTR",NA,NA,NA,NA,NA,"rel_SRL2"
"235","h2","HEAN",NA,NA,NA,NA,NA,"rel_SRL2"
"236","h2","HECO",NA,NA,NA,NA,NA,"rel_SRL2"
"237","h2","HEVI",NA,NA,NA,NA,NA,"rel_SRL2"
"238","h2","MACA",NA,NA,NA,NA,NA,"rel_SRL2"
"239","h2","MUPO",NA,NA,NA,NA,NA,"rel_SRL2"
"240","h2","PAMU",NA,NA,NA,NA,NA,"rel_SRL2"
"241","h2","PLPA",NA,NA,NA,NA,NA,"rel_SRL2"
"242","h2","VUOC",NA,NA,NA,NA,NA,"rel_SRL2"
"243","h3","ACMI",-1.09943598932354,-0.90999017621867,-0.538683294052115,-0.163871611835657,0.0294589662396263,"rel_SRL2"
"244","h3","ARTR",-0.232243159783675,0.0298173727898482,0.529996528311359,0.999056553394464,1.26108932248348,"rel_SRL2"
